unique_name,game,move_name,learn_method,level
prinplup,SV,Whirlpool,Level up,37
prinplup,SV,Mist,Level up,42
prinplup,SV,Drill Peck,Level up,46
prinplup,SV,Hydro Pump,Level up,50
prinplup,SV,Aqua Ring,Egg,
prinplup,SV,Feather Dance,Egg,
prinplup,SV,Power Trip,Egg,
prinplup,SV,Roost,Egg,
prinplup,SV,Snore,Egg,
prinplup,SV,Supersonic,Egg,
prinplup,SV,Yawn,Egg,
prinplup,SV,Aerial Ace,TM,
prinplup,SV,Agility,TM,
prinplup,SV,Blizzard,TM,
prinplup,SV,Brick Break,TM,
prinplup,SV,Charm,TM,
prinplup,SV,Chilling Water,TM,
prinplup,SV,Disarming Voice,TM,
prinplup,SV,Double-Edge,TM,
prinplup,SV,Endure,TM,
prinplup,SV,Facade,TM,
prinplup,SV,Feather Dance,TM,
prinplup,SV,Fling,TM,
prinplup,SV,Flip Turn,TM,
prinplup,SV,Grass Knot,TM,
prinplup,SV,Haze,TM,
prinplup,SV,Helping Hand,TM,
prinplup,SV,Hydro Pump,TM,
prinplup,SV,Ice Beam,TM,
prinplup,SV,Ice Spinner,TM,
prinplup,SV,Icy Wind,TM,
prinplup,SV,Liquidation,TM,
prinplup,SV,Metal Claw,TM,
prinplup,SV,Protect,TM,
prinplup,SV,Psych Up,TM,
prinplup,SV,Rain Dance,TM,
prinplup,SV,Rest,TM,
prinplup,SV,Rock Tomb,TM,
prinplup,SV,Shadow Claw,TM,
prinplup,SV,Sleep Talk,TM,
prinplup,SV,Snowscape,TM,
prinplup,SV,Substitute,TM,
prinplup,SV,Surf,TM,
prinplup,SV,Swift,TM,
prinplup,SV,Take Down,TM,
prinplup,SV,Tera Blast,TM,
prinplup,SV,Triple Axel,TM,
prinplup,SV,Water Pledge,TM,
prinplup,SV,Water Pulse,TM,
prinplup,SV,Waterfall,TM,
prinplup,SV,Weather Ball,TM,
prinplup,SV,Whirlpool,TM,
empoleon,SV,Aqua Jet,Evolution,
empoleon,SV,Tackle,Level up,1
empoleon,SV,Growl,Level up,1
empoleon,SV,Water Gun,Level up,1
empoleon,SV,Metal Claw,Level up,1
empoleon,SV,Swords Dance,Level up,11
empoleon,SV,Peck,Level up,15
empoleon,SV,Bubble Beam,Level up,19
empoleon,SV,Swagger,Level up,24
empoleon,SV,Fury Attack,Level up,28
empoleon,SV,Brine,Level up,33
empoleon,SV,Whirlpool,Level up,39
empoleon,SV,Mist,Level up,46
empoleon,SV,Drill Peck,Level up,52
empoleon,SV,Hydro Pump,Level up,59
empoleon,SV,Wave Crash,Level up,66
empoleon,SV,Aqua Ring,Egg,
empoleon,SV,Feather Dance,Egg,
empoleon,SV,Power Trip,Egg,
empoleon,SV,Roost,Egg,
empoleon,SV,Snore,Egg,
empoleon,SV,Supersonic,Egg,
empoleon,SV,Yawn,Egg,
empoleon,SV,Aerial Ace,TM,
empoleon,SV,Agility,TM,
empoleon,SV,Air Cutter,TM,
empoleon,SV,Air Slash,TM,
empoleon,SV,Avalanche,TM,
empoleon,SV,Blizzard,TM,
empoleon,SV,Body Slam,TM,
empoleon,SV,Brick Break,TM,
empoleon,SV,Bulldoze,TM,
empoleon,SV,Charm,TM,
empoleon,SV,Chilling Water,TM,
empoleon,SV,Disarming Voice,TM,
empoleon,SV,Double-Edge,TM,
empoleon,SV,Dual Wingbeat,TM,
empoleon,SV,Earthquake,TM,
empoleon,SV,Endure,TM,
empoleon,SV,Facade,TM,
empoleon,SV,False Swipe,TM,
empoleon,SV,Feather Dance,TM,
empoleon,SV,Flash Cannon,TM,
empoleon,SV,Fling,TM,
empoleon,SV,Flip Turn,TM,
empoleon,SV,Giga Impact,TM,
empoleon,SV,Grass Knot,TM,
empoleon,SV,Haze,TM,
empoleon,SV,Helping Hand,TM,
empoleon,SV,Hydro Cannon,TM,
empoleon,SV,Hydro Pump,TM,
empoleon,SV,Hyper Beam,TM,
empoleon,SV,Ice Beam,TM,
empoleon,SV,Ice Spinner,TM,
empoleon,SV,Icy Wind,TM,
empoleon,SV,Iron Defense,TM,
empoleon,SV,Knock Off,TM,
empoleon,SV,Lash Out,TM,
empoleon,SV,Liquidation,TM,
empoleon,SV,Metal Claw,TM,
empoleon,SV,Metal Sound,TM,
empoleon,SV,Mud-Slap,TM,
empoleon,SV,Protect,TM,
empoleon,SV,Psych Up,TM,
empoleon,SV,Rain Dance,TM,
empoleon,SV,Rest,TM,
empoleon,SV,Roar,TM,
empoleon,SV,Rock Slide,TM,
empoleon,SV,Rock Tomb,TM,
empoleon,SV,Scary Face,TM,
empoleon,SV,Shadow Claw,TM,
empoleon,SV,Sleep Talk,TM,
empoleon,SV,Snowscape,TM,
empoleon,SV,Stealth Rock,TM,
empoleon,SV,Steel Beam,TM,
empoleon,SV,Substitute,TM,
empoleon,SV,Surf,TM,
empoleon,SV,Swift,TM,
empoleon,SV,Swords Dance,TM,
empoleon,SV,Take Down,TM,
empoleon,SV,Tera Blast,TM,
empoleon,SV,Throat Chop,TM,
empoleon,SV,Triple Axel,TM,
empoleon,SV,Uproar,TM,
empoleon,SV,Vacuum Wave,TM,
empoleon,SV,Water Pledge,TM,
empoleon,SV,Water Pulse,TM,
empoleon,SV,Waterfall,TM,
empoleon,SV,Weather Ball,TM,
empoleon,SV,Whirlpool,TM,
snivy,SV,Tackle,Level up,1
snivy,SV,Leer,Level up,4
snivy,SV,Vine Whip,Level up,7
snivy,SV,Wrap,Level up,10
snivy,SV,Growth,Level up,13
snivy,SV,Magical Leaf,Level up,16
snivy,SV,Leech Seed,Level up,19
snivy,SV,Mega Drain,Level up,22
snivy,SV,Slam,Level up,25
snivy,SV,Leaf Blade,Level up,28
snivy,SV,Coil,Level up,31
snivy,SV,Giga Drain,Level up,34
snivy,SV,Gastro Acid,Level up,37
snivy,SV,Leaf Storm,Level up,40
snivy,SV,Glare,Egg,
snivy,SV,Iron Tail,Egg,
snivy,SV,Mean Look,Egg,
snivy,SV,Mirror Coat,Egg,
snivy,SV,Sweet Scent,Egg,
snivy,SV,Synthesis,Egg,
snivy,SV,Twister,Egg,
snivy,SV,Aerial Ace,TM,
snivy,SV,Bullet Seed,TM,
snivy,SV,Calm Mind,TM,
snivy,SV,Double-Edge,TM,
snivy,SV,Endure,TM,
snivy,SV,Energy Ball,TM,
snivy,SV,Facade,TM,
snivy,SV,Giga Drain,TM,
snivy,SV,Grass Knot,TM,
snivy,SV,Grass Pledge,TM,
snivy,SV,Grassy Glide,TM,
snivy,SV,Grassy Terrain,TM,
snivy,SV,Helping Hand,TM,
snivy,SV,Knock Off,TM,
snivy,SV,Leaf Storm,TM,
snivy,SV,Light Screen,TM,
snivy,SV,Magical Leaf,TM,
snivy,SV,Petal Blizzard,TM,
snivy,SV,Protect,TM,
snivy,SV,Reflect,TM,
snivy,SV,Rest,TM,
snivy,SV,Seed Bomb,TM,
snivy,SV,Sleep Talk,TM,
snivy,SV,Solar Beam,TM,
snivy,SV,Substitute,TM,
snivy,SV,Sunny Day,TM,
snivy,SV,Swift,TM,
snivy,SV,Swords Dance,TM,
snivy,SV,Take Down,TM,
snivy,SV,Taunt,TM,
snivy,SV,Tera Blast,TM,
snivy,SV,Trailblaze,TM,
servine,SV,Vine Whip,Level up,1
servine,SV,Tackle,Level up,1
servine,SV,Wrap,Level up,1
servine,SV,Leer,Level up,1
servine,SV,Growth,Level up,13
servine,SV,Magical Leaf,Level up,16
servine,SV,Leech Seed,Level up,20
servine,SV,Mega Drain,Level up,24
servine,SV,Slam,Level up,28
servine,SV,Leaf Blade,Level up,32
servine,SV,Coil,Level up,36
servine,SV,Giga Drain,Level up,40
servine,SV,Gastro Acid,Level up,44
servine,SV,Leaf Storm,Level up,48
servine,SV,Glare,Egg,
servine,SV,Iron Tail,Egg,
servine,SV,Mean Look,Egg,
servine,SV,Mirror Coat,Egg,
servine,SV,Sweet Scent,Egg,
servine,SV,Synthesis,Egg,
servine,SV,Twister,Egg,
servine,SV,Aerial Ace,TM,
servine,SV,Bullet Seed,TM,
servine,SV,Calm Mind,TM,
servine,SV,Double-Edge,TM,
servine,SV,Endure,TM,
servine,SV,Energy Ball,TM,
servine,SV,Facade,TM,
servine,SV,Giga Drain,TM,
servine,SV,Grass Knot,TM,
servine,SV,Grass Pledge,TM,
servine,SV,Grassy Glide,TM,
servine,SV,Grassy Terrain,TM,
servine,SV,Helping Hand,TM,
servine,SV,Knock Off,TM,
servine,SV,Leaf Storm,TM,
servine,SV,Light Screen,TM,
servine,SV,Magical Leaf,TM,
servine,SV,Petal Blizzard,TM,
servine,SV,Protect,TM,
servine,SV,Reflect,TM,
servine,SV,Rest,TM,
servine,SV,Seed Bomb,TM,
servine,SV,Sleep Talk,TM,
servine,SV,Solar Beam,TM,
servine,SV,Substitute,TM,
servine,SV,Sunny Day,TM,
servine,SV,Swift,TM,
servine,SV,Swords Dance,TM,
servine,SV,Take Down,TM,
servine,SV,Taunt,TM,
servine,SV,Tera Blast,TM,
servine,SV,Trailblaze,TM,
serperior,SV,Vine Whip,Level up,1
serperior,SV,Tackle,Level up,1
serperior,SV,Wrap,Level up,1
serperior,SV,Leer,Level up,1
serperior,SV,Growth,Level up,13
serperior,SV,Magical Leaf,Level up,16
serperior,SV,Leech Seed,Level up,20
serperior,SV,Mega Drain,Level up,24
serperior,SV,Slam,Level up,28
serperior,SV,Leaf Blade,Level up,32
serperior,SV,Coil,Level up,38
serperior,SV,Giga Drain,Level up,44
serperior,SV,Gastro Acid,Level up,50
serperior,SV,Leaf Storm,Level up,56
serperior,SV,Glare,Egg,
serperior,SV,Iron Tail,Egg,
serperior,SV,Mean Look,Egg,
serperior,SV,Mirror Coat,Egg,
serperior,SV,Sweet Scent,Egg,
serperior,SV,Synthesis,Egg,
serperior,SV,Twister,Egg,
serperior,SV,Aerial Ace,TM,
serperior,SV,Body Slam,TM,
serperior,SV,Breaking Swipe,TM,
serperior,SV,Bullet Seed,TM,
serperior,SV,Calm Mind,TM,
serperior,SV,Double-Edge,TM,
serperior,SV,Dragon Pulse,TM,
serperior,SV,Dragon Tail,TM,
serperior,SV,Endure,TM,
serperior,SV,Energy Ball,TM,
serperior,SV,Facade,TM,
serperior,SV,Frenzy Plant,TM,
serperior,SV,Giga Drain,TM,
serperior,SV,Giga Impact,TM,
serperior,SV,Grass Knot,TM,
serperior,SV,Grass Pledge,TM,
serperior,SV,Grassy Glide,TM,
serperior,SV,Grassy Terrain,TM,
serperior,SV,Helping Hand,TM,
serperior,SV,Hyper Beam,TM,
serperior,SV,Knock Off,TM,
serperior,SV,Leaf Storm,TM,
serperior,SV,Light Screen,TM,
serperior,SV,Magical Leaf,TM,
serperior,SV,Outrage,TM,
serperior,SV,Petal Blizzard,TM,
serperior,SV,Protect,TM,
serperior,SV,Reflect,TM,
serperior,SV,Rest,TM,
serperior,SV,Scale Shot,TM,
serperior,SV,Scary Face,TM,
serperior,SV,Seed Bomb,TM,
serperior,SV,Sleep Talk,TM,
serperior,SV,Solar Beam,TM,
serperior,SV,Substitute,TM,
serperior,SV,Sunny Day,TM,
serperior,SV,Swift,TM,
serperior,SV,Swords Dance,TM,
serperior,SV,Take Down,TM,
serperior,SV,Taunt,TM,
serperior,SV,Tera Blast,TM,
serperior,SV,Trailblaze,TM,
tepig,SV,Tackle,Level up,1
tepig,SV,Tail Whip,Level up,3
tepig,SV,Ember,Level up,7
tepig,SV,Endure,Level up,9
tepig,SV,Defense Curl,Level up,13
tepig,SV,Flame Charge,Level up,15
tepig,SV,Smog,Level up,19
tepig,SV,Rollout,Level up,21
tepig,SV,Take Down,Level up,25
tepig,SV,Heat Crash,Level up,27
tepig,SV,Assurance,Level up,31
tepig,SV,Flamethrower,Level up,33
tepig,SV,Head Smash,Level up,37
tepig,SV,Roar,Level up,39
tepig,SV,Flare Blitz,Level up,43
tepig,SV,Sucker Punch,Egg,
tepig,SV,Superpower,Egg,
tepig,SV,Thrash,Egg,
tepig,SV,Yawn,Egg,
tepig,SV,Body Slam,TM,
tepig,SV,Curse,TM,
tepig,SV,Dig,TM,
tepig,SV,Double-Edge,TM,
tepig,SV,Endeavor,TM,
tepig,SV,Endure,TM,
tepig,SV,Facade,TM,
tepig,SV,Fire Blast,TM,
tepig,SV,Fire Pledge,TM,
tepig,SV,Fire Punch,TM,
tepig,SV,Fire Spin,TM,
tepig,SV,Flame Charge,TM,
tepig,SV,Flamethrower,TM,
tepig,SV,Flare Blitz,TM,
tepig,SV,Grass Knot,TM,
tepig,SV,Gyro Ball,TM,
tepig,SV,Heat Crash,TM,
tepig,SV,Heat Wave,TM,
tepig,SV,Heavy Slam,TM,
tepig,SV,Helping Hand,TM,
tepig,SV,Mud-Slap,TM,
tepig,SV,Overheat,TM,
tepig,SV,Protect,TM,
tepig,SV,Rest,TM,
tepig,SV,Roar,TM,
tepig,SV,Rock Tomb,TM,
tepig,SV,Sleep Talk,TM,
tepig,SV,Solar Beam,TM,
tepig,SV,Stomping Tantrum,TM,
tepig,SV,Substitute,TM,
tepig,SV,Sunny Day,TM,
tepig,SV,Take Down,TM,
tepig,SV,Taunt,TM,
tepig,SV,Temper Flare,TM,
tepig,SV,Tera Blast,TM,
tepig,SV,Trailblaze,TM,
tepig,SV,Wild Charge,TM,
tepig,SV,Will-O-Wisp,TM,
tepig,SV,Zen Headbutt,TM,
pignite,SV,Arm Thrust,Evolution,
pignite,SV,Tackle,Level up,1
pignite,SV,Tail Whip,Level up,1
pignite,SV,Ember,Level up,1
pignite,SV,Endure,Level up,1
pignite,SV,Defense Curl,Level up,13
pignite,SV,Flame Charge,Level up,15
pignite,SV,Smog,Level up,20
pignite,SV,Rollout,Level up,23
pignite,SV,Take Down,Level up,28
pignite,SV,Heat Crash,Level up,31
pignite,SV,Assurance,Level up,36
pignite,SV,Flamethrower,Level up,39
pignite,SV,Head Smash,Level up,44
pignite,SV,Roar,Level up,47
pignite,SV,Flare Blitz,Level up,52
pignite,SV,Sucker Punch,Egg,
pignite,SV,Superpower,Egg,
pignite,SV,Thrash,Egg,
pignite,SV,Yawn,Egg,
pignite,SV,Body Slam,TM,
pignite,SV,Brick Break,TM,
pignite,SV,Bulk Up,TM,
pignite,SV,Bulldoze,TM,
pignite,SV,Close Combat,TM,
pignite,SV,Coaching,TM,
pignite,SV,Curse,TM,
pignite,SV,Dig,TM,
pignite,SV,Double-Edge,TM,
pignite,SV,Drain Punch,TM,
pignite,SV,Endeavor,TM,
pignite,SV,Endure,TM,
pignite,SV,Facade,TM,
pignite,SV,Fire Blast,TM,
pignite,SV,Fire Pledge,TM,
pignite,SV,Fire Punch,TM,
pignite,SV,Fire Spin,TM,
pignite,SV,Flame Charge,TM,
pignite,SV,Flamethrower,TM,
pignite,SV,Flare Blitz,TM,
pignite,SV,Fling,TM,
pignite,SV,Focus Blast,TM,
pignite,SV,Focus Punch,TM,
pignite,SV,Grass Knot,TM,
pignite,SV,Gyro Ball,TM,
pignite,SV,Heat Crash,TM,
pignite,SV,Heat Wave,TM,
pignite,SV,Heavy Slam,TM,
pignite,SV,Helping Hand,TM,
pignite,SV,High Horsepower,TM,
pignite,SV,Knock Off,TM,
pignite,SV,Low Kick,TM,
pignite,SV,Low Sweep,TM,
pignite,SV,Mud-Slap,TM,
pignite,SV,Overheat,TM,
pignite,SV,Poison Jab,TM,
pignite,SV,Protect,TM,
pignite,SV,Rest,TM,
pignite,SV,Reversal,TM,
pignite,SV,Roar,TM,
pignite,SV,Rock Slide,TM,
pignite,SV,Rock Tomb,TM,
pignite,SV,Scary Face,TM,
pignite,SV,Sleep Talk,TM,
pignite,SV,Solar Beam,TM,
pignite,SV,Stomping Tantrum,TM,
pignite,SV,Stone Edge,TM,
pignite,SV,Substitute,TM,
pignite,SV,Sunny Day,TM,
pignite,SV,Take Down,TM,
pignite,SV,Taunt,TM,
pignite,SV,Temper Flare,TM,
pignite,SV,Tera Blast,TM,
pignite,SV,Thunder Punch,TM,
pignite,SV,Trailblaze,TM,
pignite,SV,Wild Charge,TM,
pignite,SV,Will-O-Wisp,TM,
pignite,SV,Zen Headbutt,TM,
emboar,SV,Tackle,Level up,1
emboar,SV,Tail Whip,Level up,1
emboar,SV,Ember,Level up,1
emboar,SV,Arm Thrust,Level up,1
emboar,SV,Defense Curl,Level up,13
emboar,SV,Flame Charge,Level up,15
emboar,SV,Smog,Level up,20
emboar,SV,Rollout,Level up,23
emboar,SV,Take Down,Level up,28
emboar,SV,Heat Crash,Level up,31
emboar,SV,Assurance,Level up,38
emboar,SV,Flamethrower,Level up,43
emboar,SV,Head Smash,Level up,50
emboar,SV,Roar,Level up,55
emboar,SV,Flare Blitz,Level up,62
emboar,SV,Endure,Egg,
emboar,SV,Hammer Arm,Egg,
emboar,SV,Sucker Punch,Egg,
emboar,SV,Superpower,Egg,
emboar,SV,Thrash,Egg,
emboar,SV,Yawn,Egg,
emboar,SV,Blast Burn,TM,
emboar,SV,Body Press,TM,
emboar,SV,Body Slam,TM,
emboar,SV,Brick Break,TM,
emboar,SV,Bulk Up,TM,
emboar,SV,Bulldoze,TM,
emboar,SV,Close Combat,TM,
emboar,SV,Coaching,TM,
emboar,SV,Curse,TM,
emboar,SV,Dig,TM,
emboar,SV,Double-Edge,TM,
emboar,SV,Drain Punch,TM,
emboar,SV,Earthquake,TM,
emboar,SV,Endeavor,TM,
emboar,SV,Endure,TM,
emboar,SV,Facade,TM,
emboar,SV,Fire Blast,TM,
emboar,SV,Fire Pledge,TM,
emboar,SV,Fire Punch,TM,
emboar,SV,Fire Spin,TM,
emboar,SV,Flame Charge,TM,
emboar,SV,Flamethrower,TM,
emboar,SV,Flare Blitz,TM,
emboar,SV,Fling,TM,
emboar,SV,Focus Blast,TM,
emboar,SV,Focus Punch,TM,
emboar,SV,Giga Impact,TM,
emboar,SV,Grass Knot,TM,
emboar,SV,Gyro Ball,TM,
emboar,SV,Hard Press,TM,
emboar,SV,Heat Crash,TM,
emboar,SV,Heat Wave,TM,
emboar,SV,Heavy Slam,TM,
emboar,SV,Helping Hand,TM,
emboar,SV,High Horsepower,TM,
emboar,SV,Hyper Beam,TM,
emboar,SV,Iron Head,TM,
emboar,SV,Knock Off,TM,
emboar,SV,Low Kick,TM,
emboar,SV,Low Sweep,TM,
emboar,SV,Mud-Slap,TM,
emboar,SV,Overheat,TM,
emboar,SV,Poison Jab,TM,
emboar,SV,Protect,TM,
emboar,SV,Rest,TM,
emboar,SV,Reversal,TM,
emboar,SV,Roar,TM,
emboar,SV,Rock Slide,TM,
emboar,SV,Rock Tomb,TM,
emboar,SV,Scald,TM,
emboar,SV,Scary Face,TM,
emboar,SV,Sleep Talk,TM,
emboar,SV,Smack Down,TM,
emboar,SV,Solar Beam,TM,
emboar,SV,Stomping Tantrum,TM,
emboar,SV,Stone Edge,TM,
emboar,SV,Substitute,TM,
emboar,SV,Sunny Day,TM,
emboar,SV,Take Down,TM,
emboar,SV,Taunt,TM,
emboar,SV,Temper Flare,TM,
emboar,SV,Tera Blast,TM,
emboar,SV,Thunder Punch,TM,
emboar,SV,Trailblaze,TM,
emboar,SV,Wild Charge,TM,
emboar,SV,Will-O-Wisp,TM,
emboar,SV,Zen Headbutt,TM,
oshawott,SV,Tackle,Level up,1
oshawott,SV,Tail Whip,Level up,5
oshawott,SV,Water Gun,Level up,7
oshawott,SV,Soak,Level up,11
oshawott,SV,Focus Energy,Level up,13
oshawott,SV,Razor Shell,Level up,17
oshawott,SV,Fury Cutter,Level up,19
oshawott,SV,Water Pulse,Level up,23
oshawott,SV,Aerial Ace,Level up,25
oshawott,SV,Aqua Jet,Level up,29
oshawott,SV,Encore,Level up,31
oshawott,SV,Aqua Tail,Level up,35
oshawott,SV,Retaliate,Level up,37
oshawott,SV,Swords Dance,Level up,41
oshawott,SV,Hydro Pump,Level up,43
oshawott,SV,Air Slash,Egg,
oshawott,SV,Aqua Cutter,Egg,
oshawott,SV,Copycat,Egg,
oshawott,SV,Detect,Egg,
oshawott,SV,Knock Off,Egg,
oshawott,SV,Night Slash,Egg,
oshawott,SV,Sacred Sword,Egg,
oshawott,SV,Screech,Egg,
oshawott,SV,Aerial Ace,TM,
oshawott,SV,Air Slash,TM,
oshawott,SV,Avalanche,TM,
oshawott,SV,Blizzard,TM,
oshawott,SV,Chilling Water,TM,
oshawott,SV,Dig,TM,
oshawott,SV,Encore,TM,
oshawott,SV,Endure,TM,
oshawott,SV,Facade,TM,
oshawott,SV,False Swipe,TM,
oshawott,SV,Fling,TM,
oshawott,SV,Flip Turn,TM,
oshawott,SV,Grass Knot,TM,
oshawott,SV,Helping Hand,TM,
oshawott,SV,Hydro Pump,TM,
oshawott,SV,Ice Beam,TM,
oshawott,SV,Icy Wind,TM,
oshawott,SV,Knock Off,TM,
oshawott,SV,Liquidation,TM,
oshawott,SV,Protect,TM,
oshawott,SV,Rain Dance,TM,
oshawott,SV,Rest,TM,
oshawott,SV,Sleep Talk,TM,
oshawott,SV,Snowscape,TM,
oshawott,SV,Substitute,TM,
oshawott,SV,Surf,TM,
oshawott,SV,Swift,TM,
oshawott,SV,Swords Dance,TM,
oshawott,SV,Take Down,TM,
oshawott,SV,Taunt,TM,
oshawott,SV,Tera Blast,TM,
oshawott,SV,Thief,TM,
oshawott,SV,Water Pledge,TM,
oshawott,SV,Water Pulse,TM,
oshawott,SV,Waterfall,TM,
oshawott,SV,Whirlpool,TM,
oshawott,SV,X-Scissor,TM,
dewott,SV,Tackle,Level up,1
dewott,SV,Tail Whip,Level up,1
dewott,SV,Water Gun,Level up,1
dewott,SV,Soak,Level up,1
dewott,SV,Focus Energy,Level up,13
dewott,SV,Razor Shell,Level up,18
dewott,SV,Fury Cutter,Level up,21
dewott,SV,Water Pulse,Level up,26
dewott,SV,Aerial Ace,Level up,29
dewott,SV,Aqua Jet,Level up,34
dewott,SV,Encore,Level up,37
dewott,SV,Aqua Tail,Level up,42
dewott,SV,Retaliate,Level up,45
dewott,SV,Swords Dance,Level up,50
dewott,SV,Hydro Pump,Level up,53
dewott,SV,Air Slash,Egg,
dewott,SV,Aqua Cutter,Egg,
dewott,SV,Copycat,Egg,
dewott,SV,Detect,Egg,
dewott,SV,Knock Off,Egg,
dewott,SV,Night Slash,Egg,
dewott,SV,Sacred Sword,Egg,
dewott,SV,Screech,Egg,
dewott,SV,Aerial Ace,TM,
dewott,SV,Air Slash,TM,
dewott,SV,Avalanche,TM,
dewott,SV,Blizzard,TM,
dewott,SV,Brick Break,TM,
dewott,SV,Chilling Water,TM,
dewott,SV,Dig,TM,
dewott,SV,Encore,TM,
dewott,SV,Endure,TM,
dewott,SV,Facade,TM,
dewott,SV,False Swipe,TM,
dewott,SV,Fling,TM,
dewott,SV,Flip Turn,TM,
dewott,SV,Grass Knot,TM,
dewott,SV,Helping Hand,TM,
dewott,SV,Hydro Pump,TM,
dewott,SV,Ice Beam,TM,
dewott,SV,Icy Wind,TM,
dewott,SV,Knock Off,TM,
dewott,SV,Liquidation,TM,
dewott,SV,Protect,TM,
dewott,SV,Rain Dance,TM,
dewott,SV,Rest,TM,
dewott,SV,Sleep Talk,TM,
dewott,SV,Snowscape,TM,
dewott,SV,Substitute,TM,
dewott,SV,Surf,TM,
dewott,SV,Swift,TM,
dewott,SV,Swords Dance,TM,
dewott,SV,Take Down,TM,
dewott,SV,Taunt,TM,
dewott,SV,Tera Blast,TM,
dewott,SV,Thief,TM,
dewott,SV,Vacuum Wave,TM,
dewott,SV,Water Pledge,TM,
dewott,SV,Water Pulse,TM,
dewott,SV,Waterfall,TM,
dewott,SV,Whirlpool,TM,
dewott,SV,X-Scissor,TM,
samurott,SV,Slash,Evolution,
samurott,SV,Megahorn,Level up,1
samurott,SV,Tackle,Level up,1
samurott,SV,Tail Whip,Level up,1
samurott,SV,Water Gun,Level up,1
samurott,SV,Soak,Level up,1
samurott,SV,Focus Energy,Level up,13
samurott,SV,Razor Shell,Level up,18
samurott,SV,Fury Cutter,Level up,21
samurott,SV,Water Pulse,Level up,25
samurott,SV,Aerial Ace,Level up,29
samurott,SV,Aqua Jet,Level up,34
samurott,SV,Encore,Level up,39
samurott,SV,Aqua Tail,Level up,46
samurott,SV,Retaliate,Level up,51
samurott,SV,Swords Dance,Level up,58
samurott,SV,Hydro Pump,Level up,63
samurott,SV,Air Slash,Egg,
samurott,SV,Aqua Cutter,Egg,
samurott,SV,Copycat,Egg,
samurott,SV,Detect,Egg,
samurott,SV,Knock Off,Egg,
samurott,SV,Night Slash,Egg,
samurott,SV,Sacred Sword,Egg,
samurott,SV,Screech,Egg,
samurott,SV,Aerial Ace,TM,
samurott,SV,Air Slash,TM,
samurott,SV,Avalanche,TM,
samurott,SV,Blizzard,TM,
samurott,SV,Body Slam,TM,
samurott,SV,Brick Break,TM,
samurott,SV,Bulldoze,TM,
samurott,SV,Chilling Water,TM,
samurott,SV,Dark Pulse,TM,
samurott,SV,Dig,TM,
samurott,SV,Drill Run,TM,
samurott,SV,Encore,TM,
samurott,SV,Endure,TM,
samurott,SV,Facade,TM,
samurott,SV,False Swipe,TM,
samurott,SV,Fling,TM,
samurott,SV,Flip Turn,TM,
samurott,SV,Giga Impact,TM,
samurott,SV,Grass Knot,TM,
samurott,SV,Helping Hand,TM,
samurott,SV,Hydro Cannon,TM,
samurott,SV,Hydro Pump,TM,
samurott,SV,Hyper Beam,TM,
samurott,SV,Ice Beam,TM,
samurott,SV,Icy Wind,TM,
samurott,SV,Knock Off,TM,
samurott,SV,Lash Out,TM,
samurott,SV,Liquidation,TM,
samurott,SV,Protect,TM,
samurott,SV,Rain Dance,TM,
samurott,SV,Rest,TM,
samurott,SV,Scary Face,TM,
samurott,SV,Sleep Talk,TM,
samurott,SV,Smart Strike,TM,
samurott,SV,Snarl,TM,
samurott,SV,Snowscape,TM,
samurott,SV,Substitute,TM,
samurott,SV,Surf,TM,
samurott,SV,Swift,TM,
samurott,SV,Swords Dance,TM,
samurott,SV,Take Down,TM,
samurott,SV,Taunt,TM,
samurott,SV,Tera Blast,TM,
samurott,SV,Thief,TM,
samurott,SV,Throat Chop,TM,
samurott,SV,Upper Hand,TM,
samurott,SV,Vacuum Wave,TM,
samurott,SV,Water Pledge,TM,
samurott,SV,Water Pulse,TM,
samurott,SV,Waterfall,TM,
samurott,SV,Whirlpool,TM,
samurott,SV,X-Scissor,TM,
chespin,SV,Vine Whip,Level up,1
chespin,SV,Growl,Level up,1
chespin,SV,Rollout,Level up,8
chespin,SV,Bite,Level up,11
chespin,SV,Leech Seed,Level up,15
chespin,SV,Pin Missile,Level up,18
chespin,SV,Take Down,Level up,27
chespin,SV,Seed Bomb,Level up,32
chespin,SV,Mud Shot,Level up,35
chespin,SV,Body Slam,Level up,42
chespin,SV,Pain Split,Level up,45
chespin,SV,Wood Hammer,Level up,48
chespin,SV,Belly Drum,Egg,
chespin,SV,Curse,Egg,
chespin,SV,Quick Guard,Egg,
chespin,SV,Spikes,Egg,
chespin,SV,Super Fang,Egg,
chespin,SV,Synthesis,Egg,
chespin,SV,Wide Guard,Egg,
chespin,SV,Aerial Ace,TM,
chespin,SV,Body Slam,TM,
chespin,SV,Brick Break,TM,
chespin,SV,Bulldoze,TM,
chespin,SV,Bullet Seed,TM,
chespin,SV,Curse,TM,
chespin,SV,Dig,TM,
chespin,SV,Drain Punch,TM,
chespin,SV,Endeavor,TM,
chespin,SV,Endure,TM,
chespin,SV,Energy Ball,TM,
chespin,SV,Facade,TM,
chespin,SV,Fling,TM,
chespin,SV,Focus Punch,TM,
chespin,SV,Giga Drain,TM,
chespin,SV,Grass Knot,TM,
chespin,SV,Grass Pledge,TM,
chespin,SV,Grassy Glide,TM,
chespin,SV,Grassy Terrain,TM,
chespin,SV,Helping Hand,TM,
chespin,SV,Iron Head,TM,
chespin,SV,Leaf Storm,TM,
