id,name,type_id,category_id,flavor_text,base_power,accuracy,pp
795,Triple Arrows,7,1,"The user kicks, then fires three arrows. This move has a heightened chance of landing a critical hit and may also lower the target’s Defense stat or make it flinch.",90,100,10
796,Triple Axel,6,1,A consecutive three-kick attack that becomes more powerful with each successful hit.,20,90,10
797,Triple Dive,3,1,"The user performs a perfectly timed triple dive, hitting the target with splashes of water three times in a row.",30,95,10
798,Triple Kick,7,1,A consecutive three-kick attack that becomes more powerful with each successful hit.,10,90,10
799,Trop Kick,5,1,The user lands an intense kick of tropical origins on the target. This also lowers the target’s Attack stat.,70,100,15
800,Trump Card,1,2,"The fewer PP this move has, the greater its power.",,,5
801,Twin Beam,11,2,The user shoots mystical beams from its eyes to inflict damage. The target is hit twice in a row.,40,100,10
802,Twineedle,12,1,The user damages the target twice in succession by jabbing it with two spikes. This may also poison the target.,25,100,20
803,Twister,15,2,The user whips up a vicious tornado to tear at opposing Pokémon. This may also make them flinch.,40,100,20
804,U-turn,12,1,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting.",70,100,20
805,Uproar,1,2,"The user attacks in an uproar for three turns. During that time, no Pokémon can fall asleep.",90,100,10
806,V-create,2,1,"The user emits a hot flame from its forehead and hurls itself at the target to inflict damage. This also lowers the user’s Defense, Sp. Def, and Speed stats.",180,95,5
807,Vacuum Wave,7,2,The user whirls its fists to send a wave of pure vacuum at the target. This move always goes first.,40,100,30
808,Veevee Volley,1,1,"The more Eevee loves its Trainer, the greater the move’s power. It never misses.",,,20
809,Venom Drench,8,3,"Opposing Pokémon are drenched in an odd poisonous liquid. This lowers the Attack, Sp. Atk, and Speed stats of a poisoned target.",,100,20
810,Venoshock,8,2,The user drenches the target in a special poisonous liquid. This move’s power is doubled if the target is poisoned.,65,100,10
811,Victory Dance,7,3,"The user performs an intense dance to usher in victory, boosting its Attack, Defense, and Speed stats.",,,10
812,Vine Whip,5,1,"The target is struck with slender, whiplike vines to inflict damage.",45,100,25
813,Vise Grip,1,1,The target is gripped and squeezed from both sides to inflict damage.,55,100,30
814,Vital Throw,7,1,"The user attacks last. In return, this throw move never misses.",70,,10
815,Volt Switch,4,2,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting.",70,100,20
816,Volt Tackle,4,1,The user electrifies itself and charges the target to inflict damage. This also damages the user quite a lot and may leave the target with paralysis.,120,100,15
817,Wake-Up Slap,7,1,"This attack inflicts big damage on a sleeping target. This also wakes the target up, however.",70,100,10
818,Water Gun,3,2,The target is blasted with a forceful shot of water.,40,100,25
819,Water Pledge,3,2,"A column of water hits the target. When used with its fire counterpart, this move’s power is boosted and a rainbow appears.",80,100,10
820,Water Pulse,3,2,The user attacks the target with a pulsing blast of water. This may also confuse the target.,60,100,20
821,Water Shuriken,3,2,The user hits the target with throwing stars two to five times in a row. This move always goes first.,15,100,20
822,Water Sport,3,3,The user soaks the battlefield with water. This weakens Fire-type moves for five turns.,,,15
823,Water Spout,3,2,"The user spouts water to damage opposing Pokémon. The lower the user’s HP, the lower the move’s power.",150,100,5
824,Waterfall,3,1,The user charges at the target and may make it flinch.,80,100,15
825,Wave Crash,3,1,The user shrouds itself in water and slams into the target with its whole body to inflict damage. This also damages the user quite a lot.,120,100,10
826,Weather Ball,1,2,This move’s type and power change depending on the weather at the time the move is used.,50,100,10
827,Whirlpool,3,2,"The user traps the target inside a violent, swirling whirlpool that inflicts damage for four to five turns.",35,85,15
828,Whirlwind,1,3,"The target is blown away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.",,,20
829,Wicked Blow,16,1,"The user, having mastered the Dark style, strikes the target with a fierce blow. This move always lands a critical hit.",75,100,5
830,Wicked Torque,16,1,Signature move of the Segin Starmobile.,80,100,10
831,Wide Guard,13,3,The user and its allies are protected from wide-ranging attacks for one turn.,,,10
832,Wild Charge,4,1,The user shrouds itself in electricity and smashes into the target. This also damages the user a little.,90,100,15
833,Wildbolt Storm,4,2,The user summons a thunderous tempest and savagely attacks with lightning and wind. This may also leave opposing Pokémon with paralysis.,100,80,10
834,Will-O-Wisp,2,3,The user shoots a sinister flame at the target to inflict a burn.,,85,15
835,Wing Attack,10,1,"The target is struck with large, imposing wings spread wide to inflict damage.",60,100,35
836,Wish,1,3,"One turn after this move is used, the user’s or its replacement’s HP is restored by up to half the user’s max HP.",,,10
837,Withdraw,3,3,"The user withdraws its body into its hard shell, boosting its Defense stat.",,,40
838,Wonder Room,11,3,The user creates a bizarre area in which Pokémon’s Defense and Sp. Def stats are swapped for five turns.,,,10
839,Wood Hammer,5,1,The user slams its rugged body into the target to attack. This also damages the user quite a lot.,120,100,15
840,Work Up,1,3,"The user is roused, and its Attack and Sp. Atk stats are boosted.",,,30
841,Worry Seed,5,3,A seed that causes worry is planted on the target. It prevents sleep by making the target’s Ability Insomnia.,,100,10
842,Wrap,1,1,"A long body, vines, or the like are used to wrap and squeeze the target for four to five turns.",15,90,20
843,Wring Out,1,2,"The user powerfully wrings the target. The more HP the target has, the greater the move’s power.",,100,5
844,X-Scissor,12,1,"The user slashes at the target by crossing its scythes, claws, or the like as if they were a pair of scissors.",80,100,15
845,Yawn,1,3,The user lets loose a huge yawn that lulls the target into falling asleep on the next turn.,,,10
846,Zap Cannon,4,2,The user attacks by firing an electric blast like a cannon. This also leaves the target with paralysis.,120,50,5
847,Zen Headbutt,11,1,The user focuses its willpower to its head and attacks the target. This may also make the target flinch.,80,90,15
848,Zing Zap,4,1,"The user crashes into the target, delivering a powerful electric shock. This may also make the target flinch.",80,100,10
849,Zippy Zap,4,1,The user attacks the target with bursts of electricity at high speed. This move always goes first and results in a critical hit.,50,100,15
