name,form,unique_name,ndex,galar_dex,ioa_dex,ct_dex,paldea_dex,tm_dex,type1,type2,hp,atk,def,spa,spd,spe,egg_group1,egg_group2,gender_ratio,ability1,ability2,hidden_ability,egg_cycles,url
Pachirisu,,pachirisu,417,,,,201,63,Electric,,60,45,70,45,90,95,Fairy,Field,Equal,Run Away,Pickup,Volt Absorb,10,https://pokemondb.net/pokedex/pachirisu
Buizel,,buizel,418,,,,51,,Water,,55,65,35,60,30,85,Field,Water 1,Equal,Swift Swim,,Water Veil,20,https://pokemondb.net/pokedex/buizel
Floatzel,,floatzel,419,,,,52,,Water,,85,105,55,85,50,115,Field,Water 1,Equal,Swift Swim,,Water Veil,20,https://pokemondb.net/pokedex/floatzel
Cherubi,,cherubi,420,128,,,,,Grass,,45,35,45,62,53,35,Fairy,Grass,Equal,Chlorophyll,,,20,https://pokemondb.net/pokedex/cherubi
Cherrim,,cherrim,421,129,,,,,Grass,,70,60,70,87,78,85,Fairy,Grass,Equal,Flower Gift,,,20,https://pokemondb.net/pokedex/cherrim
Shellos,,shellos,422,230,,,327,,Water,,76,48,48,57,62,34,Amorphous,Water 1,Equal,Sticky Hold,Storm Drain,Sand Force,20,https://pokemondb.net/pokedex/shellos
Gastrodon,,gastrodon,423,231,,,328,,Water,Ground,111,83,68,92,82,39,Amorphous,Water 1,Equal,Sticky Hold,Storm Drain,Sand Force,20,https://pokemondb.net/pokedex/gastrodon
Ambipom,,ambipom,424,,,,,48,Normal,,75,100,66,60,66,115,Field,,Equal,Technician,Pickup,Skill Link,20,https://pokemondb.net/pokedex/ambipom
Drifloon,,drifloon,425,124,135,,143,,Ghost,Flying,90,50,34,60,44,70,Amorphous,,Equal,Aftermath,Unburden,Flare Boost,30,https://pokemondb.net/pokedex/drifloon
Drifblim,,drifblim,426,125,136,,144,,Ghost,Flying,150,80,44,90,54,80,Amorphous,,Equal,Aftermath,Unburden,Flare Boost,30,https://pokemondb.net/pokedex/drifblim
Buneary,,buneary,427,,4,,,,Normal,,55,66,44,44,56,85,Field,Human-Like,Equal,Run Away,Klutz,Limber,20,https://pokemondb.net/pokedex/buneary
Lopunny,,lopunny,428,,5,,,,Normal,,65,76,84,54,96,105,Field,Human-Like,Equal,Cute Charm,Klutz,Limber,20,https://pokemondb.net/pokedex/lopunny
Mismagius,,mismagius,429,,,,115,,Ghost,,60,60,60,105,105,105,Amorphous,,Equal,Levitate,,,25,https://pokemondb.net/pokedex/mismagius
Honchkrow,,honchkrow,430,,,,233,,Dark,Flying,100,125,52,105,52,71,Flying,,Equal,Insomnia,Super Luck,Moxie,20,https://pokemondb.net/pokedex/honchkrow
Glameow,,glameow,431,,,,,,Normal,,49,55,42,42,37,85,Field,,Female 3:1,Limber,Own Tempo,Keen Eye,20,https://pokemondb.net/pokedex/glameow
Purugly,,purugly,432,,,,,,Normal,,71,82,64,64,59,112,Field,,Female 3:1,Thick Fat,Own Tempo,Defiant,20,https://pokemondb.net/pokedex/purugly
Chingling,,chingling,433,,,,,142,Psychic,,45,30,50,65,50,45,Undiscovered,,Equal,Levitate,,,25,https://pokemondb.net/pokedex/chingling
Stunky,,stunky,434,130,,,226,,Poison,Dark,63,63,47,41,41,74,Field,,Equal,Stench,Aftermath,Keen Eye,20,https://pokemondb.net/pokedex/stunky
Skuntank,,skuntank,435,131,,,227,,Poison,Dark,103,93,67,71,61,84,Field,,Equal,Stench,Aftermath,Keen Eye,20,https://pokemondb.net/pokedex/skuntank
Bronzor,,bronzor,436,118,,87,153,154,Steel,Psychic,57,24,86,24,86,23,Mineral,,Genderless,Levitate,Heatproof,Heavy Metal,20,https://pokemondb.net/pokedex/bronzor
Bronzong,,bronzong,437,119,,88,154,155,Steel,Psychic,67,89,116,79,116,33,Mineral,,Genderless,Levitate,Heatproof,Heavy Metal,20,https://pokemondb.net/pokedex/bronzong
Bonsly,,bonsly,438,252,,,87,83,Rock,,50,80,95,10,45,10,Undiscovered,,Equal,Sturdy,Rock Head,Rattled,20,https://pokemondb.net/pokedex/bonsly
Mime Jr.,,mime-jr,439,364,,10,,,Psychic,Fairy,20,25,45,70,90,60,Undiscovered,,Equal,Soundproof,Filter,Technician,25,https://pokemondb.net/pokedex/mime-jr
Happiny,,happiny,440,,6,,43,,Normal,,100,5,5,15,65,30,Undiscovered,,Female only,Natural Cure,Serene Grace,Friend Guard,40,https://pokemondb.net/pokedex/happiny
Chatot,,chatot,441,,,,,,Normal,Flying,76,65,45,92,42,91,Flying,,Equal,Keen Eye,Tangled Feet,Big Pecks,20,https://pokemondb.net/pokedex/chatot
Spiritomb,,spiritomb,442,,,47,302,,Ghost,Dark,50,92,108,92,108,35,Amorphous,,Equal,Pressure,,Infiltrator,30,https://pokemondb.net/pokedex/spiritomb
Gible,,gible,443,,,116,126,164,Dragon,Ground,58,70,45,40,45,42,Dragon,Monster,Equal,Sand Veil,,Rough Skin,40,https://pokemondb.net/pokedex/gible
Gabite,,gabite,444,,,117,127,165,Dragon,Ground,68,90,65,50,55,82,Dragon,Monster,Equal,Sand Veil,,Rough Skin,40,https://pokemondb.net/pokedex/gabite
Garchomp,,garchomp,445,,,118,128,166,Dragon,Ground,108,130,95,80,85,102,Dragon,Monster,Equal,Sand Veil,,Rough Skin,40,https://pokemondb.net/pokedex/garchomp
Munchlax,,munchlax,446,260,,172,,102,Normal,,135,85,40,40,85,5,Undiscovered,,Male 7:1,Pickup,Thick Fat,Gluttony,40,https://pokemondb.net/pokedex/munchlax
Riolu,,riolu,447,298,,134,163,64,Fighting,,40,70,40,35,40,60,Undiscovered,,Male 7:1,Steadfast,Inner Focus,Prankster,25,https://pokemondb.net/pokedex/riolu
Lucario,,lucario,448,299,,135,164,65,Fighting,Steel,70,110,70,115,70,90,Field,Human-Like,Male 7:1,Steadfast,Inner Focus,Justified,25,https://pokemondb.net/pokedex/lucario
Hippopotas,,hippopotas,449,314,,,265,,Ground,,68,72,78,38,42,32,Field,,Equal,Sand Stream,,Sand Force,30,https://pokemondb.net/pokedex/hippopotas
Hippowdon,,hippowdon,450,315,,,266,,Ground,,108,112,118,68,72,47,Field,,Equal,Sand Stream,,Sand Force,30,https://pokemondb.net/pokedex/hippowdon
Skorupi,,skorupi,451,285,50,,,,Poison,Bug,40,50,90,30,55,65,Bug,Water 3,Equal,Battle Armor,Sniper,Keen Eye,20,https://pokemondb.net/pokedex/skorupi
Drapion,,drapion,452,286,51,,,,Poison,Dark,70,90,110,60,75,95,Bug,Water 3,Equal,Battle Armor,Sniper,Keen Eye,20,https://pokemondb.net/pokedex/drapion
Croagunk,,croagunk,453,222,82,,175,,Poison,Fighting,48,61,40,61,40,50,Human-Like,,Equal,Anticipation,Dry Skin,Poison Touch,10,https://pokemondb.net/pokedex/croagunk
Toxicroak,,toxicroak,454,223,83,,176,,Poison,Fighting,83,106,65,86,65,85,Human-Like,,Equal,Anticipation,Dry Skin,Poison Touch,20,https://pokemondb.net/pokedex/toxicroak
Carnivine,,carnivine,455,,,,,,Grass,,74,100,72,90,72,46,Grass,,Equal,Levitate,,,25,https://pokemondb.net/pokedex/carnivine
Finneon,,finneon,456,,,,333,,Water,,49,49,56,49,61,66,Water 2,,Equal,Swift Swim,Storm Drain,Water Veil,20,https://pokemondb.net/pokedex/finneon
Lumineon,,lumineon,457,,,,334,,Water,,69,69,76,69,86,91,Water 2,,Equal,Swift Swim,Storm Drain,Water Veil,20,https://pokemondb.net/pokedex/lumineon
Mantyke,,mantyke,458,354,46,,,,Water,Flying,45,20,50,60,120,50,Undiscovered,,Equal,Swift Swim,Water Absorb,Water Veil,25,https://pokemondb.net/pokedex/mantyke
Snover,,snover,459,96,,31,352,,Grass,Ice,60,62,50,62,60,40,Grass,Monster,Equal,Snow Warning,,Soundproof,20,https://pokemondb.net/pokedex/snover
Abomasnow,,abomasnow,460,97,,32,353,,Grass,Ice,90,92,75,92,85,60,Grass,Monster,Equal,Snow Warning,,Soundproof,20,https://pokemondb.net/pokedex/abomasnow
Weavile,,weavile,461,293,,29,231,171,Dark,Ice,70,120,65,45,85,125,Field,,Equal,Pressure,,Pickpocket,20,https://pokemondb.net/pokedex/weavile
Magnezone,,magnezone,462,,107,,211,,Electric,Steel,70,70,115,130,90,60,Mineral,,Genderless,Magnet Pull,Sturdy,Analytic,20,https://pokemondb.net/pokedex/magnezone
Lickilicky,,lickilicky,463,,55,,,,Normal,,110,85,95,80,95,50,Monster,,Equal,Own Tempo,Oblivious,Cloud Nine,20,https://pokemondb.net/pokedex/lickilicky
Rhyperior,,rhyperior,464,266,185,,,,Ground,Rock,115,140,130,55,55,40,Field,Monster,Equal,Lightning Rod,Solid Rock,Reckless,20,https://pokemondb.net/pokedex/rhyperior
Tangrowth,,tangrowth,465,,81,,,,Grass,,100,100,125,110,50,50,Grass,,Equal,Chlorophyll,Leaf Guard,Regenerator,20,https://pokemondb.net/pokedex/tangrowth
Electivire,,electivire,466,,,17,,,Electric,,75,123,67,95,85,95,Human-Like,,Male 3:1,Motor Drive,,Vital Spirit,25,https://pokemondb.net/pokedex/electivire
Magmortar,,magmortar,467,,,20,,,Fire,,75,95,67,125,95,83,Human-Like,,Male 3:1,Flame Body,,Vital Spirit,25,https://pokemondb.net/pokedex/magmortar
Togekiss,,togekiss,468,259,,,,,Fairy,Flying,85,50,95,120,115,80,Fairy,Flying,Male 7:1,Hustle,Serene Grace,Super Luck,10,https://pokemondb.net/pokedex/togekiss
Yanmega,,yanmega,469,,,,,4,Bug,Flying,86,76,86,116,56,95,Bug,,Equal,Speed Boost,Tinted Lens,Frisk,20,https://pokemondb.net/pokedex/yanmega
Leafeon,,leafeon,470,202,,81,185,,Grass,,65,110,130,60,65,95,Field,,Male 7:1,Leaf Guard,,Chlorophyll,35,https://pokemondb.net/pokedex/leafeon
Glaceon,,glaceon,471,203,,80,186,,Ice,,65,60,110,130,95,65,Field,,Male 7:1,Snow Cloak,,Ice Body,35,https://pokemondb.net/pokedex/glaceon
Gliscor,,gliscor,472,,,,,122,Ground,Flying,75,95,125,45,75,95,Bug,,Equal,Hyper Cutter,Sand Veil,Poison Heal,20,https://pokemondb.net/pokedex/gliscor
Mamoswine,,mamoswine,473,77,,9,,52,Ice,Ground,110,130,80,70,60,80,Field,,Equal,Oblivious,Snow Cloak,Thick Fat,20,https://pokemondb.net/pokedex/mamoswine
Porygon-Z,,porygon-z,474,,210,,,,Normal,,85,80,70,135,75,90,Mineral,,Genderless,Adaptability,Download,Analytic,20,https://pokemondb.net/pokedex/porygon-z
Gallade,,gallade,475,123,37,,65,60,Psychic,Fighting,68,125,65,65,115,80,Amorphous,Human-Like,Male only,Steadfast,Sharpness,Justified,20,https://pokemondb.net/pokedex/gallade
Probopass,,probopass,476,,,,,108,Rock,Steel,60,55,145,75,150,40,Mineral,,Equal,Sturdy,Magnet Pull,Sand Force,20,https://pokemondb.net/pokedex/probopass
Dusknoir,,dusknoir,477,137,,,,141,Ghost,,45,100,135,65,135,45,Amorphous,,Equal,Pressure,,Frisk,25,https://pokemondb.net/pokedex/dusknoir
Froslass,,froslass,478,81,,27,359,174,Ice,Ghost,70,80,70,80,70,110,Fairy,Mineral,Female only,Snow Cloak,,Cursed Body,20,https://pokemondb.net/pokedex/froslass
Rotom,,rotom,479,372,,,310,,Electric,Ghost,50,50,77,95,77,91,Amorphous,,Genderless,Levitate,,,20,https://pokemondb.net/pokedex/rotom
Rotom,Heat Rotom,rotom-heat,479,372,,,310,,Electric,Fire,50,65,107,105,107,86,Amorphous,,Genderless,Levitate,,,20,https://pokemondb.net/pokedex/rotom
Rotom,Wash Rotom,rotom-wash,479,372,,,310,,Electric,Water,50,65,107,105,107,86,Amorphous,,Genderless,Levitate,,,20,https://pokemondb.net/pokedex/rotom
Rotom,Frost Rotom,rotom-frost,479,372,,,310,,Electric,Ice,50,65,107,105,107,86,Amorphous,,Genderless,Levitate,,,20,https://pokemondb.net/pokedex/rotom
Rotom,Fan Rotom,rotom-fan,479,372,,,310,,Electric,Flying,50,65,107,105,107,86,Amorphous,,Genderless,Levitate,,,20,https://pokemondb.net/pokedex/rotom
Rotom,Mow Rotom,rotom-mow,479,372,,,310,,Electric,Grass,50,65,107,105,107,86,Amorphous,,Genderless,Levitate,,,20,https://pokemondb.net/pokedex/rotom
Uxie,,uxie,480,,,,,,Psychic,,75,75,130,75,130,95,Undiscovered,,Genderless,Levitate,,,80,https://pokemondb.net/pokedex/uxie
Mesprit,,mesprit,481,,,,,,Psychic,,80,105,105,105,105,80,Undiscovered,,Genderless,Levitate,,,80,https://pokemondb.net/pokedex/mesprit
Azelf,,azelf,482,,,,,,Psychic,,75,125,70,125,70,115,Undiscovered,,Genderless,Levitate,,,80,https://pokemondb.net/pokedex/azelf
Dialga,,dialga,483,,,,,,Steel,Dragon,100,120,120,150,100,90,Undiscovered,,Genderless,Pressure,,Telepathy,120,https://pokemondb.net/pokedex/dialga
Dialga,Origin Forme,dialga-origin,483,,,,,,Steel,Dragon,100,100,120,150,120,90,Undiscovered,,Genderless,Pressure,,Telepathy,120,https://pokemondb.net/pokedex/dialga
Palkia,,palkia,484,,,,,,Water,Dragon,90,120,100,150,120,100,Undiscovered,,Genderless,Pressure,,Telepathy,120,https://pokemondb.net/pokedex/palkia
Palkia,Origin Forme,palkia-origin,484,,,,,,Water,Dragon,90,100,100,150,120,120,Undiscovered,,Genderless,Pressure,,Telepathy,120,https://pokemondb.net/pokedex/palkia
Heatran,,heatran,485,,,,,,Fire,Steel,91,90,106,130,106,77,Undiscovered,,Equal,Flash Fire,,Flame Body,10,https://pokemondb.net/pokedex/heatran
Regigigas,,regigigas,486,,,,,,Normal,,110,160,110,80,110,100,Undiscovered,,Genderless,Slow Start,,,120,https://pokemondb.net/pokedex/regigigas
Giratina,Altered Forme,giratina-altered,487,,,,,,Ghost,Dragon,150,100,120,100,120,90,Undiscovered,,Genderless,Pressure,,Telepathy,120,https://pokemondb.net/pokedex/giratina
Giratina,Origin Forme,giratina-origin,487,,,,,,Ghost,Dragon,150,120,100,120,100,90,Undiscovered,,Genderless,Levitate,,,120,https://pokemondb.net/pokedex/giratina
Cresselia,,cresselia,488,,,,,,Psychic,,120,70,110,75,120,85,Undiscovered,,Female only,Levitate,,,120,https://pokemondb.net/pokedex/cresselia
Phione,,phione,489,,,,,,Water,,80,80,80,80,80,80,Fairy,Water 1,Genderless,Hydration,,,40,https://pokemondb.net/pokedex/phione
Manaphy,,manaphy,490,,,,,,Water,,100,100,100,100,100,100,Fairy,Water 1,Genderless,Hydration,,,10,https://pokemondb.net/pokedex/manaphy
Darkrai,,darkrai,491,,,,,,Dark,,70,90,90,135,90,125,Undiscovered,,Genderless,Bad Dreams,,,120,https://pokemondb.net/pokedex/darkrai
Shaymin,Land Forme,shaymin-land,492,,,,,,Grass,,100,100,100,100,100,100,Undiscovered,,Genderless,Natural Cure,,,120,https://pokemondb.net/pokedex/shaymin
Shaymin,Sky Forme,shaymin-sky,492,,,,,,Grass,Flying,100,103,75,120,75,127,Undiscovered,,Genderless,Serene Grace,,,120,https://pokemondb.net/pokedex/shaymin
Arceus,,arceus,493,,,,,,Normal,,120,120,120,120,120,120,Undiscovered,,Genderless,Multitype,,,120,https://pokemondb.net/pokedex/arceus
Victini,,victini,494,,,,,,Psychic,Fire,100,100,100,100,100,100,Undiscovered,,Genderless,Victory Star,,,120,https://pokemondb.net/pokedex/victini
Snivy,,snivy,495,,,,,,Grass,,45,45,55,45,55,63,Field,Grass,Male 7:1,Overgrow,,Contrary,20,https://pokemondb.net/pokedex/snivy
Servine,,servine,496,,,,,,Grass,,60,60,75,60,75,83,Field,Grass,Male 7:1,Overgrow,,Contrary,20,https://pokemondb.net/pokedex/servine
Serperior,,serperior,497,,,,,,Grass,,75,75,95,75,95,113,Field,Grass,Male 7:1,Overgrow,,Contrary,20,https://pokemondb.net/pokedex/serperior
Tepig,,tepig,498,,,,,,Fire,,65,63,45,45,45,45,Field,,Male 7:1,Blaze,,Thick Fat,20,https://pokemondb.net/pokedex/tepig
Pignite,,pignite,499,,,,,,Fire,Fighting,90,93,55,70,55,55,Field,,Male 7:1,Blaze,,Thick Fat,20,https://pokemondb.net/pokedex/pignite
Emboar,,emboar,500,,,,,,Fire,Fighting,110,123,65,100,65,65,Field,,Male 7:1,Blaze,,Reckless,20,https://pokemondb.net/pokedex/emboar
Oshawott,,oshawott,501,,,,,,Water,,55,55,45,63,45,45,Field,,Male 7:1,Torrent,,Shell Armor,20,https://pokemondb.net/pokedex/oshawott
Dewott,,dewott,502,,,,,,Water,,75,75,60,83,60,60,Field,,Male 7:1,Torrent,,Shell Armor,20,https://pokemondb.net/pokedex/dewott
Samurott,,samurott,503,,,,,,Water,,95,100,85,108,70,70,Field,,Male 7:1,Torrent,,Shell Armor,20,https://pokemondb.net/pokedex/samurott
Samurott,Hisuian Samurott,samurott-hisui,503,,,,,,Water,Dark,90,108,80,100,65,85,Field,,Male 7:1,Torrent,,Sharpness,20,https://pokemondb.net/pokedex/samurott
Patrat,,patrat,504,,,,,,Normal,,45,55,39,35,39,42,Field,,Equal,Run Away,Keen Eye,Analytic,15,https://pokemondb.net/pokedex/patrat
Watchog,,watchog,505,,,,,,Normal,,60,85,69,60,69,77,Field,,Equal,Illuminate,Keen Eye,Analytic,20,https://pokemondb.net/pokedex/watchog
Lillipup,,lillipup,506,,113,,,,Normal,,45,60,45,25,45,55,Field,,Equal,Vital Spirit,Pickup,Run Away,15,https://pokemondb.net/pokedex/lillipup
Herdier,,herdier,507,,114,,,,Normal,,65,80,65,35,65,60,Field,,Equal,Intimidate,Sand Rush,Scrappy,15,https://pokemondb.net/pokedex/herdier
Stoutland,,stoutland,508,,115,,,,Normal,,85,110,90,45,90,80,Field,,Equal,Intimidate,Sand Rush,Scrappy,15,https://pokemondb.net/pokedex/stoutland
Purrloin,,purrloin,509,44,,,,,Dark,,41,50,37,50,37,66,Field,,Equal,Limber,Unburden,Prankster,20,https://pokemondb.net/pokedex/purrloin
Liepard,,liepard,510,45,,,,,Dark,,64,88,50,88,50,106,Field,,Equal,Limber,Unburden,Prankster,20,https://pokemondb.net/pokedex/liepard
Pansage,,pansage,511,,,,,,Grass,,50,53,48,53,48,64,Field,,Male 7:1,Gluttony,,Overgrow,20,https://pokemondb.net/pokedex/pansage
Simisage,,simisage,512,,,,,,Grass,,75,98,63,98,63,101,Field,,Male 7:1,Gluttony,,Overgrow,20,https://pokemondb.net/pokedex/simisage
Pansear,,pansear,513,,,,,,Fire,,50,53,48,53,48,64,Field,,Male 7:1,Gluttony,,Blaze,20,https://pokemondb.net/pokedex/pansear
Simisear,,simisear,514,,,,,,Fire,,75,98,63,98,63,101,Field,,Male 7:1,Gluttony,,Blaze,20,https://pokemondb.net/pokedex/simisear
Panpour,,panpour,515,,,,,,Water,,50,53,48,53,48,64,Field,,Male 7:1,Gluttony,,Torrent,20,https://pokemondb.net/pokedex/panpour
Simipour,,simipour,516,,,,,,Water,,75,98,63,98,63,101,Field,,Male 7:1,Gluttony,,Torrent,20,https://pokemondb.net/pokedex/simipour
Munna,,munna,517,90,,,,,Psychic,,76,25,45,67,55,24,Field,,Equal,Forewarn,Synchronize,Telepathy,10,https://pokemondb.net/pokedex/munna
Musharna,,musharna,518,91,,,,,Psychic,,116,55,85,107,95,29,Field,,Equal,Forewarn,Synchronize,Telepathy,10,https://pokemondb.net/pokedex/musharna
Pidove,,pidove,519,26,,,,,Normal,Flying,50,55,50,36,30,43,Flying,,Equal,Big Pecks,Super Luck,Rivalry,15,https://pokemondb.net/pokedex/pidove
Tranquill,,tranquill,520,27,,,,,Normal,Flying,62,77,62,50,42,65,Flying,,Equal,Big Pecks,Super Luck,Rivalry,15,https://pokemondb.net/pokedex/tranquill
Unfezant,,unfezant,521,28,,,,,Normal,Flying,80,115,80,65,55,93,Flying,,Equal,Big Pecks,Super Luck,Rivalry,15,https://pokemondb.net/pokedex/unfezant
Blitzle,,blitzle,522,,,,,,Electric,,45,60,32,50,32,76,Field,,Equal,Lightning Rod,Motor Drive,Sap Sipper,20,https://pokemondb.net/pokedex/blitzle
Zebstrika,,zebstrika,523,,,,,,Electric,,75,100,63,80,63,116,Field,,Equal,Lightning Rod,Motor Drive,Sap Sipper,20,https://pokemondb.net/pokedex/zebstrika
Roggenrola,,roggenrola,524,168,154,,,,Rock,,55,75,85,25,25,15,Mineral,,Equal,Sturdy,Weak Armor,Sand Force,15,https://pokemondb.net/pokedex/roggenrola
Boldore,,boldore,525,169,155,,,,Rock,,70,105,105,50,40,20,Mineral,,Equal,Sturdy,Weak Armor,Sand Force,15,https://pokemondb.net/pokedex/boldore
Gigalith,,gigalith,526,170,156,,,,Rock,,85,135,130,60,80,25,Mineral,,Equal,Sturdy,Sand Stream,Sand Force,15,https://pokemondb.net/pokedex/gigalith
Woobat,,woobat,527,174,151,,,,Psychic,Flying,65,45,43,55,43,72,Field,Flying,Equal,Unaware,Klutz,Simple,15,https://pokemondb.net/pokedex/woobat
Swoobat,,swoobat,528,175,152,,,,Psychic,Flying,67,57,55,77,55,114,Field,Flying,Equal,Unaware,Klutz,Simple,15,https://pokemondb.net/pokedex/swoobat
Drilbur,,drilbur,529,166,,,,,Ground,,60,85,40,30,45,68,Field,,Equal,Sand Rush,Sand Force,Mold Breaker,20,https://pokemondb.net/pokedex/drilbur
Excadrill,,excadrill,530,167,,,,,Ground,Steel,110,135,60,50,65,88,Field,,Equal,Sand Rush,Sand Force,Mold Breaker,20,https://pokemondb.net/pokedex/excadrill
Audino,,audino,531,,,21,,,Normal,,103,60,86,60,86,50,Fairy,,Equal,Healer,Regenerator,Klutz,20,https://pokemondb.net/pokedex/audino
Timburr,,timburr,532,171,,57,,85,Fighting,,75,80,55,25,35,35,Human-Like,,Male 3:1,Guts,Sheer Force,Iron Fist,20,https://pokemondb.net/pokedex/timburr
Gurdurr,,gurdurr,533,172,,58,,86,Fighting,,85,105,85,40,50,40,Human-Like,,Male 3:1,Guts,Sheer Force,Iron Fist,20,https://pokemondb.net/pokedex/gurdurr
Conkeldurr,,conkeldurr,534,173,,59,,87,Fighting,,105,140,95,55,65,45,Human-Like,,Male 3:1,Guts,Sheer Force,Iron Fist,20,https://pokemondb.net/pokedex/conkeldurr
Tympole,,tympole,535,132,,,,,Water,,50,50,40,50,40,64,Water 1,,Equal,Swift Swim,Hydration,Water Absorb,20,https://pokemondb.net/pokedex/tympole
Palpitoad,,palpitoad,536,133,,,,,Water,Ground,75,65,55,65,55,69,Water 1,,Equal,Swift Swim,Hydration,Water Absorb,20,https://pokemondb.net/pokedex/palpitoad
Seismitoad,,seismitoad,537,134,,,,,Water,Ground,105,95,75,85,75,74,Water 1,,Equal,Swift Swim,Poison Touch,Water Absorb,20,https://pokemondb.net/pokedex/seismitoad
Throh,,throh,538,248,,,,,Fighting,,120,100,85,30,85,45,Human-Like,,Male only,Guts,Inner Focus,Mold Breaker,20,https://pokemondb.net/pokedex/throh
Sawk,,sawk,539,249,,,,,Fighting,,75,125,75,30,75,85,Human-Like,,Male only,Sturdy,Inner Focus,Mold Breaker,20,https://pokemondb.net/pokedex/sawk
Sewaddle,,sewaddle,540,,,,,13,Bug,Grass,45,53,70,40,60,42,Bug,,Equal,Swarm,Chlorophyll,Overcoat,15,https://pokemondb.net/pokedex/sewaddle
Swadloon,,swadloon,541,,,,,14,Bug,Grass,55,63,90,50,80,42,Bug,,Equal,Leaf Guard,Chlorophyll,Overcoat,15,https://pokemondb.net/pokedex/swadloon
Leavanny,,leavanny,542,,,,,15,Bug,Grass,75,103,80,70,80,92,Bug,,Equal,Swarm,Chlorophyll,Overcoat,15,https://pokemondb.net/pokedex/leavanny
Venipede,,venipede,543,,74,,,,Bug,Poison,30,45,59,30,39,57,Bug,,Equal,Poison Point,Swarm,Speed Boost,15,https://pokemondb.net/pokedex/venipede
Whirlipede,,whirlipede,544,,75,,,,Bug,Poison,40,55,99,40,79,47,Bug,,Equal,Poison Point,Swarm,Speed Boost,15,https://pokemondb.net/pokedex/whirlipede
Scolipede,,scolipede,545,,76,,,,Bug,Poison,60,100,89,55,69,112,Bug,,Equal,Poison Point,Swarm,Speed Boost,20,https://pokemondb.net/pokedex/scolipede
Cottonee,,cottonee,546,262,,168,,,Grass,Fairy,40,27,60,37,50,66,Fairy,Grass,Equal,Prankster,Infiltrator,Chlorophyll,20,https://pokemondb.net/pokedex/cottonee
Whimsicott,,whimsicott,547,263,,169,,,Grass,Fairy,60,67,85,77,75,116,Fairy,Grass,Equal,Prankster,Infiltrator,Chlorophyll,20,https://pokemondb.net/pokedex/whimsicott
Petilil,,petilil,548,,201,,104,66,Grass,,45,35,50,70,50,30,Grass,,Female only,Chlorophyll,Own Tempo,Leaf Guard,20,https://pokemondb.net/pokedex/petilil
Lilligant,,lilligant,549,,202,,105,67,Grass,,70,60,75,110,75,90,Grass,,Female only,Chlorophyll,Own Tempo,Leaf Guard,20,https://pokemondb.net/pokedex/lilligant
Lilligant,Hisuian Lilligant,lilligant-hisui,549,,202,,105,67,Grass,Fighting,70,105,75,50,75,105,Grass,,Female only,Chlorophyll,Hustle,Leaf Guard,20,https://pokemondb.net/pokedex/lilligant
Basculin,Red-Striped Form,basculin-red,550,154,,64,138,194,Water,,70,92,65,80,55,98,Water 2,,Equal,Reckless,Adaptability,Mold Breaker,40,https://pokemondb.net/pokedex/basculin
Basculin,Blue-Striped Form,basculin-blue,550,154,,64,138,194,Water,,70,92,65,80,55,98,Water 2,,Equal,Rock Head,Adaptability,Mold Breaker,40,https://pokemondb.net/pokedex/basculin
Basculin,White-Striped Form,basculin-white,550,154,,64,138,194,Water,,70,92,65,80,55,98,Water 2,,Equal,Rattled,Adaptability,Mold Breaker,40,https://pokemondb.net/pokedex/basculin
Sandile,,sandile,551,,176,,267,,Ground,Dark,50,72,35,35,35,65,Field,,Equal,Intimidate,Moxie,Anger Point,20,https://pokemondb.net/pokedex/sandile
Krokorok,,krokorok,552,,177,,268,,Ground,Dark,60,82,45,45,45,74,Field,,Equal,Intimidate,Moxie,Anger Point,20,https://pokemondb.net/pokedex/krokorok
Krookodile,,krookodile,553,,178,,269,,Ground,Dark,95,117,80,65,70,92,Field,,Equal,Intimidate,Moxie,Anger Point,20,https://pokemondb.net/pokedex/krookodile
Darumaka,,darumaka,554,367,,103,,,Fire,,70,90,45,15,45,50,Field,,Equal,Hustle,,Inner Focus,20,https://pokemondb.net/pokedex/darumaka
Darumaka,Galarian Darumaka,darumaka-galar,554,367,,103,,,Ice,,70,90,45,15,45,50,Field,,Equal,Hustle,,Inner Focus,20,https://pokemondb.net/pokedex/darumaka
Darmanitan,Standard Mode,darmanitan,555,368,,104,,,Fire,,105,140,55,30,55,95,Field,,Equal,Sheer Force,,Zen Mode,20,https://pokemondb.net/pokedex/darmanitan
Darmanitan,Zen Mode,darmanitan-zen,555,368,,104,,,Fire,Psychic,105,30,105,140,105,55,Field,,Equal,Sheer Force,,Zen Mode,20,https://pokemondb.net/pokedex/darmanitan
Darmanitan,Galarian Standard Mode,darmanitan-galar,555,368,,104,,,Ice,,105,140,55,30,55,95,Field,,Equal,Gorilla Tactics,,Zen Mode,20,https://pokemondb.net/pokedex/darmanitan
Darmanitan,Galarian Zen Mode,darmanitan-galar-zen,555,368,,104,,,Ice,Fire,105,160,55,30,55,135,Field,,Equal,Gorilla Tactics,,Zen Mode,20,https://pokemondb.net/pokedex/darmanitan
Maractus,,maractus,556,296,,,,,Grass,,75,86,67,106,67,60,Grass,,Equal,Water Absorb,Chlorophyll,Storm Drain,20,https://pokemondb.net/pokedex/maractus
Dwebble,,dwebble,557,86,122,,,,Bug,Rock,50,65,85,35,35,55,Bug,Mineral,Equal,Sturdy,Shell Armor,Weak Armor,20,https://pokemondb.net/pokedex/dwebble
